x,y
11.545143058918143,20.205353444669672
21.558194471964164,35.886559814804926
11.7126715320795,17.715146354963085
13.406696920541798,21.990994668689098
12.862005290479607,14.810473255581265
11.954173753917393,17.88248534820751
9.054192266078964,15.076152096332125
12.276907661479802,17.919795128290005
7.681524356387285,16.787109142444198
9.289544179779973,13.074033513748695
8.543909356512689,13.935775061375066
10.245622418158968,17.629914781810637
16.943975700020527,30.29851012816302
4.398204422224756,5.725582330978255
12.05878057112354,22.41449836099523
5.161852386431045,9.763244701685743
8.5842044026317,12.913289301851648
13.266851790902098,22.824484634879692
10.192840057286388,17.68737947707652
6.766765666212081,10.949714745000533
7.854088872220095,13.92073747831018
12.038793246804028,19.287562676482523
7.80890010484859,13.94038484777538
10.649375768745925,19.29832500216098
10.13671551971144,20.377106911857865
8.04519895718255,11.592167438120125
16.431832267975977,30.9138151512765
11.901757066954033,15.948460001386046
3.924572240027178,7.583288169969601
10.559362944308283,19.01567882943158
8.014640605694836,14.58394464401232
12.557300004388672,19.59055096694182
7.622437784701898,13.017412176338297
9.655790675599302,15.497684144081287
11.51496183694137,18.093713241523634
12.597265582510364,22.595102567807597
6.3991107788326715,12.312697140179102
8.996496292477154,14.108925248194423
8.575164066517132,16.6619458506422
8.040012302278864,14.674617495171514
15.296362720843291,26.57026831894286
11.214945132882868,20.081675383171525
6.217348136994865,9.668032183648153
12.753585841164329,20.010016681352553
16.3664685910379,28.044290096803376
13.09739578165344,22.86683420334709
5.441890102137959,10.121031965278641
8.547297781401246,15.055601438719432
13.800733447559868,25.256429962916652
7.876991603143658,12.632344627043826
